order_id,product_id,quantity,unit_price
O00077,P0105,16.0,112900.0
O00077,P0133,2.0,200800.0
O00077,P0069,23.0,
O00078,P0022,7.0,181900.0
O00078,P0109,31.0,427300.0
O00079,P0088,45.0,50400.0
O00079,P0043,17.0,62000.0
O00080,P0150,,
O00080,P0026,9.0,210300.0
O00081,P0053,38.0,121400.0
O00081,P0036,30.0,104100.0
O00082,P0077,-11.0,84700.0
O00082,P0094,46.0,35700.0
O00083,P0092,42.0,407600.0
O00083,P0096,-7.0,157800.0
O00084,P0019,,121200.0
O00084,P0143,4.0,253000.0
O00084,P0117,28.0,472100.0
O00085,P0097,45.0,97300.0
O00085,P0115,11.0,143400.0
O00086,P0129,45.0,125000.0
O00086,P0115,21.0,173800.0
O00087,P0121,23.0,13500.0
O00087,P0111,10.0,
O00088,P0134,32.0,458800.0
O00088,P0088,20.0,52200.0
O00089,P0087,10.0,196300.0
O00089,P0148,32.0,252000.0
O00090,P0132,13.0,424200.0
O00090,P0066,45.0,336200.0
O00090,P0144,8.0,34900.0
O00091,P0133,46.0,203100.0
O00091,P0141,18.0,43300.0
O00092,P0002,48.0,357100.0
O00092,P0141,,45300.0
O00093,P0141,19.0,50800.0
O00093,P0031,23.0,77800.0
O00093,P0015,21.0,387500.0
O00094,P0066,24.0,370300.0
O00094,P0117,46.0,
O00095,P0094,46.0,34000.0
O00095,P0054,12.0,323400.0
O00096,P0040,40.0,18000.0
O00096,P0132,10.0,379100.0
O00097,P0009,12.0,387900.0
O00097,P0081,,425300.0
O00097,P0052,15.0,473300.0
O00098,P0121,26.0,14900.0
O00098,P0093,31.0,178900.0
O00099,P0143,21.0,211700.0
O00099,P0074,47.0,137200.0
O00100,P0119,,91500.0
O00100,P0135,17.0,400600.0
O00101,P0115,30.0,142900.0
O00101,P0146,4.0,376100.0
O00102,P0117,50.0,486100.0
O00102,P0058,7.0,496900.0
O00103,P0123,15.0,235300.0
O00103,P0024,44.0,308500.0
O00104,P0033,30.0,476200.0
O00104,P0096,49.0,167500.0
O00105,P0084,-33.0,23300.0
O00105,P0019,12.0,135800.0
O00106,P0049,,137100.0
O00106,P0004,34.0,381700.0
O00107,P0112,38.0,397200.0
O00107,P0014,39.0,299100.0
O00108,P0027,16.0,390400.0
O00108,P0050,17.0,321700.0
O00109,P0052,39.0,444200.0
O00109,P0032,4.0,299800.0
O00110,P0131,24.0,327800.0
O00110,P0074,46.0,123100.0
O00111,P0100,26.0,64000.0
O00111,P0098,25.0,416800.0
O00111,P0125,43.0,151700.0
O00112,P0080,26.0,479700.0
O00112,P0126,24.0,214600.0
O00113,P0124,6.0,232300.0
O00113,P0082,19.0,247600.0
O00114,P0050,4.0,370300.0
O00114,P0018,49.0,196300.0
O00115,P0068,11.0,26500.0
O00115,P0038,12.0,256800.0
O00116,P0006,48.0,294200.0
O00116,P0141,21.0,43000.0
O00117,P0006,40.0,324600.0
O00117,P0097,41.0,106100.0
O00118,P0055,8.0,493200.0
O00118,P0053,25.0,130200.0
O00119,P0061,19.0,489200.0
O00119,P0138,24.0,64200.0
O00120,P0103,11.0,301600.0
O00120,P0082,,263300.0
O00121,P0090,22.0,386000.0
O00121,P0033,29.0,394600.0
O00122,P0144,28.0,
O00122,P0052,,536400.0
O00123,P0132,14.0,333600.0
O00123,P0143,2.0,218400.0
O00124,P0073,,70400.0
O00124,P0032,3.0,350700.0
O00124,P0148,46.0,328000.0
O00125,P0138,3.0,71100.0
O00125,P0112,5.0,319500.0
O00125,P0093,21.0,162900.0
O00126,P0013,31.0,86500.0
O00126,P0042,29.0,189200.0
O00127,P0090,,362100.0
O00127,P0077,30.0,96300.0
O00128,P0098,49.0,373000.0
O00128,P0088,49.0,53800.0
O00129,P0069,23.0,194700.0
O00129,P0022,22.0,176000.0
O00130,P0035,17.0,365400.0
O00130,P0150,10.0,16800.0
O00131,P0061,18.0,442500.0
O00131,P0064,31.0,118800.0
O00132,P0132,34.0,422300.0
O00132,P0116,13.0,494600.0
O00133,P0079,35.0,416200.0
O00133,P0139,27.0,408200.0
O00134,P0015,37.0,375000.0
O00134,P0100,26.0,72600.0
O00135,P0056,45.0,326400.0
O00135,P0117,40.0,386500.0
O00136,P0001,38.0,450500.0
O00136,P0029,50.0,400600.0
O00137,P0047,41.0,203400.0
O00137,P0133,44.0,220100.0
O00138,P0010,36.0,180200.0
O00138,P0091,24.0,147000.0
O00139,P0112,36.0,319000.0
O00139,P0040,45.0,19000.0
O00140,P0122,30.0,410100.0
O00140,P0074,19.0,120100.0
O00140,P0123,46.0,208000.0
O00141,P0068,34.0,29000.0
O00141,P0132,5.0,
O00142,P0123,35.0,225100.0
O00142,P0024,26.0,269700.0
O00142,P0109,45.0,386800.0
O00143,P0117,45.0,410200.0
O00143,P0031,22.0,59600.0
O00144,P0113,,304700.0
O00144,P0090,50.0,416200.0
O00145,P0141,-48.0,53300.0
O00145,P0143,47.0,234100.0
O00146,P0096,12.0,160600.0
O00146,P0108,1.0,333200.0
O00147,P0052,29.0,500500.0
O00147,P0109,6.0,455500.0
O00148,P0114,9.0,257500.0
O00148,P0087,47.0,163800.0
O00148,P0131,33.0,326500.0
O00149,P0029,14.0,489000.0
O00149,P0126,32.0,166100.0
O00150,P0066,10.0,276500.0
O00150,P0097,13.0,98800.0
O00151,P0136,28.0,280700.0
O00151,P0003,16.0,404000.0
O00151,P0086,42.0,123800.0
O00152,P0103,11.0,334900.0
O00152,P0047,21.0,254500.0
O00152,P0120,7.0,183900.0
O00153,P0150,29.0,13900.0
O00153,P0013,46.0,103900.0
O00153,P0145,23.0,134800.0
O00154,P0112,6.0,354200.0
O00154,P0011,5.0,51300.0
O00155,P0105,25.0,113600.0
O00155,P0084,13.0,24500.0
O00156,P0094,48.0,30600.0
O00156,P0024,3.0,256800.0
O00157,P0058,48.0,394800.0
O00157,P0149,42.0,85900.0
O00158,P0146,22.0,425500.0
O00158,P0103,3.0,296700.0
O00159,P0040,4.0,15000.0
O00159,P0143,3.0,223400.0
O00160,P0102,,220400.0
O00160,P0115,46.0,132700.0
O00160,P0035,18.0,334900.0
O00161,P0109,15.0,493700.0
O00161,P0004,24.0,388700.0
O00162,P0050,27.0,374400.0
O00162,P0065,11.0,294800.0
O00163,P0105,7.0,88900.0
O00163,P0021,13.0,30400.0
O00164,P0140,9.0,125800.0
O00164,P0096,30.0,182200.0
O00165,P0002,33.0,280400.0
O00165,P0122,7.0,327800.0
O00166,P0059,34.0,396600.0
O00166,P0013,41.0,87600.0
O00167,P0009,6.0,352300.0
O00167,P0025,11.0,9600.0
O00168,P0068,47.0,23600.0
O00168,P0013,27.0,105000.0
O00168,P0014,44.0,250200.0
O00169,P0010,29.0,218600.0
O00169,P0119,19.0,94800.0
O00170,P0059,28.0,404200.0
O00170,P0060,4.0,228000.0
O00171,P0011,25.0,48400.0
O00171,P0044,7.0,82300.0
O00172,P0130,2.0,327800.0
O00172,P0052,39.0,460600.0
O00173,P0146,39.0,404000.0
O00173,P0098,13.0,411200.0
O00174,P0067,18.0,48000.0
O00174,P0132,41.0,368200.0
O00175,P0018,33.0,174700.0
O00175,P0110,26.0,331000.0
O00176,P0131,10.0,326800.0
O00176,P0063,11.0,180300.0
O00177,P0043,33.0,62000.0
O00177,P0060,49.0,259100.0
O00178,P0063,1.0,
O00178,P0140,20.0,141300.0
O00179,P0095,48.0,231600.0
O00179,P0128,10.0,100000.0
O00180,P0014,48.0,
O00180,P0002,38.0,322400.0
O00181,P0047,-21.0,222800.0
O00181,P0082,33.0,279100.0
O00182,P0045,47.0,70700.0
O00182,P0100,34.0,69400.0
O00183,P0040,20.0,18700.0
O00183,P0084,11.0,22100.0
O00184,P0003,35.0,459900.0
O00184,P0033,26.0,429600.0
O00185,P0140,38.0,136300.0
O00185,P0126,20.0,190600.0
O00186,P0143,10.0,208800.0
O00186,P0070,33.0,325900.0
O00186,P0080,10.0,496400.0
O00187,P0031,29.0,73200.0
O00187,P0087,17.0,168700.0
O00188,P0022,24.0,200800.0
O00188,P0125,34.0,190200.0
O00189,P0033,17.0,445900.0
O00189,P0049,30.0,148600.0
O00190,P0030,26.0,193800.0
O00190,P0137,6.0,472300.0
O00191,P0031,13.0,73100.0
O00191,P0135,,324100.0
O00192,P0027,42.0,524200.0
O00192,P0056,2.0,343300.0
O00193,P0036,29.0,79600.0
O00193,P0124,5.0,205500.0
O00194,P0136,16.0,354400.0
O00194,P0132,49.0,358700.0
O00194,P0063,37.0,211800.0
O00195,P0109,32.0,450100.0
O00195,P0140,,126900.0
O00196,P0048,19.0,384000.0
O00196,P0110,4.0,347200.0
O00197,P0121,34.0,15500.0
O00197,P0076,38.0,40100.0
O00198,P0018,41.0,199700.0
O00198,P0005,-9.0,447500.0
O00199,P0039,6.0,273700.0
O00199,P0068,38.0,24000.0
O00200,P0049,40.0,127300.0
O00200,P0004,44.0,345700.0
O00200,P0034,37.0,254000.0
O00201,P0093,11.0,157600.0
O00201,P0049,25.0,123900.0
O00201,P0097,24.0,
O00202,P0131,-30.0,338700.0
O00202,P0075,19.0,474800.0
O00203,P0024,13.0,293300.0
O00203,P0095,37.0,279200.0
O00204,P0102,2.0,223000.0
O00204,P0070,30.0,259700.0
O00204,P0002,42.0,369000.0
O00205,P0120,44.0,189600.0
O00205,P0041,16.0,507100.0
O00206,P0069,46.0,171800.0
O00206,P0103,39.0,265000.0
O00207,P0019,9.0,133800.0
O00207,P0118,36.0,337700.0
O00208,P0071,,377100.0
O00208,P0012,30.0,359100.0
O00208,P0033,30.0,484300.0
O00209,P0028,37.0,248300.0
O00209,P0013,14.0,97400.0
O00209,P0056,38.0,391300.0
O00210,P0046,2.0,415200.0
O00210,P0068,20.0,28100.0
O00210,P0010,11.0,206000.0
O00211,P0103,2.0,299900.0
O00211,P0129,24.0,129800.0
O00212,P0136,48.0,275600.0
O00212,P0121,41.0,13400.0
O00213,P0063,30.0,186900.0
O00213,P0033,43.0,411900.0
O00214,P0029,17.0,386100.0
O00214,P0022,11.0,187500.0
O00215,P0041,31.0,415300.0
O00215,P0023,9.0,183900.0
O00216,P0015,27.0,402100.0
O00216,P0010,6.0,220400.0
O00217,P0023,32.0,171500.0
O00217,P0121,17.0,12600.0
O00217,P0115,12.0,148900.0
O00218,P0062,8.0,124500.0
O00218,P0120,47.0,177800.0
O00219,P0147,16.0,218800.0
O00219,P0060,14.0,240800.0
O00220,P0062,26.0,102000.0
O00220,P0066,6.0,359000.0
O00221,P0040,32.0,16400.0
O00221,P0055,15.0,499100.0
O00222,P0012,30.0,381200.0
O00222,P0034,4.0,331500.0
O00222,P0002,19.0,310700.0
O00223,P0002,36.0,338100.0
O00223,P0138,38.0,68300.0
O00224,P0042,14.0,214400.0
O00224,P0006,42.0,304800.0
O00224,P0125,12.0,186900.0
O00225,P0056,44.0,367800.0
O00225,P0042,4.0,189500.0
O00226,P0086,22.0,132600.0
O00226,P0065,29.0,312500.0
O00227,P0093,18.0,164700.0
O00227,P0058,8.0,441400.0
O00228,P0144,45.0,32700.0
O00228,P0096,24.0,181500.0
O00229,P0038,33.0,333900.0
O00229,P0145,37.0,106500.0
O00230,P0036,33.0,77300.0
O00230,P0094,29.0,31300.0
O00231,P0025,5.0,12200.0
O00231,P0109,,485600.0
O00232,P0090,17.0,410400.0
O00232,P0046,36.0,381000.0
O00232,P0066,6.0,337900.0
O00233,P0094,2.0,36500.0
O00233,P0026,24.0,225700.0
O00234,P0125,27.0,
O00234,P0139,34.0,393700.0
O00235,P0082,32.0,288500.0
O00235,P0040,14.0,16300.0
O00236,P0037,14.0,206400.0
O00236,P0010,9.0,205400.0
O00236,P0133,16.0,186000.0
O00237,P0069,45.0,174500.0
O00237,P0130,,305100.0
O00238,P0100,13.0,72800.0
O00238,P0133,34.0,212000.0
O00239,P0005,29.0,456700.0
O00239,P0055,21.0,497300.0
O00240,P0126,44.0,188400.0
O00240,P0111,-38.0,47900.0
O00241,P0139,48.0,392800.0
O00241,P0029,31.0,493600.0
O00242,P0145,17.0,106800.0
O00242,P0068,6.0,27700.0
O00243,P0036,32.0,86000.0
O00243,P0042,6.0,175400.0
O00244,P0023,9.0,149500.0
O00244,P0105,8.0,86900.0
O00245,P0068,34.0,30800.0
O00245,P0138,6.0,77000.0
O00246,P0046,32.0,408300.0
O00246,P0029,1.0,411100.0
O00247,P0023,5.0,175600.0
O00247,P0007,22.0,407300.0
O00247,P0031,43.0,66400.0
O00248,P0009,9.0,336600.0
O00248,P0086,10.0,133000.0
O00248,P0149,4.0,
O00249,P0141,25.0,55100.0
O00249,P0080,20.0,429800.0
O00250,P0019,49.0,121400.0
O00250,P0022,37.0,176200.0
O00251,P0105,46.0,94900.0
O00251,P0130,24.0,314800.0
O00252,P0075,21.0,469300.0
O00252,P0047,8.0,243500.0
O00252,P0032,45.0,305800.0
O00253,P0068,34.0,23600.0
O00253,P0011,35.0,62000.0
O00253,P0114,-33.0,236200.0
O00254,P0101,42.0,82100.0
O00254,P0124,46.0,245400.0
O00255,P0041,17.0,429300.0
O00255,P0006,21.0,348700.0
O00256,P0063,33.0,216500.0
O00256,P0131,,343100.0
O00257,P0083,5.0,34400.0
O00257,P0029,-9.0,444400.0
O00258,P0115,18.0,163300.0
O00258,P0098,6.0,423100.0
O00259,P0073,50.0,66200.0
O00259,P0098,29.0,411200.0
O00260,P0137,42.0,455600.0
O00260,P0111,,36400.0
O00261,P0056,1.0,
O00261,P0073,24.0,62900.0
O00262,P0099,40.0,150600.0
O00262,P0072,15.0,186400.0
O00263,P0067,2.0,44100.0
O00263,P0038,,314000.0
O00264,P0013,8.0,88900.0
O00264,P0030,30.0,163900.0
O00264,P0014,44.0,316800.0
O00265,P0145,39.0,119900.0
O00265,P0066,37.0,297500.0
O00266,P0093,20.0,154500.0
O00266,P0031,42.0,61200.0
O00267,P0023,-34.0,145000.0
O00267,P0086,21.0,144700.0
O00268,P0021,12.0,30500.0
O00268,P0057,,24400.0
O00269,P0149,32.0,85700.0
O00269,P0144,3.0,29600.0
O00270,P0147,24.0,179600.0
O00270,P0065,28.0,376900.0
O00270,P0134,45.0,469900.0
O00271,P0145,7.0,122700.0
O00271,P0043,31.0,54000.0
O00272,P0130,18.0,322000.0
O00272,P0148,9.0,257300.0
O00273,P0074,46.0,131100.0
O00273,P0026,16.0,251600.0
O00273,P0007,29.0,421000.0
O00274,P0059,16.0,392000.0
O00274,P0075,14.0,381000.0
O00275,P0134,-1.0,402500.0
O00275,P0016,37.0,275000.0
O00276,P0050,40.0,352600.0
O00276,P0075,29.0,489100.0
O00277,P0031,10.0,63400.0
O00277,P0067,29.0,51700.0
O00278,P0015,4.0,444700.0
O00278,P0091,33.0,175000.0
O00279,P0067,43.0,56400.0
O00279,P0053,2.0,132900.0
O00280,P0058,15.0,480100.0
O00280,P0073,31.0,64900.0
O00281,P0138,20.0,77900.0
O00281,P0141,22.0,53200.0
O00281,P0060,49.0,274000.0
O00282,P0040,32.0,18800.0
O00282,P0123,36.0,244400.0
O00282,P0098,12.0,397700.0
O00283,P0026,38.0,241500.0
O00283,P0088,12.0,47900.0
O00283,P0105,21.0,116000.0
O00284,P0017,30.0,334800.0
O00284,P0013,28.0,104500.0
O00285,P0035,3.0,289800.0
O00285,P0139,42.0,389400.0
O00286,P0040,22.0,14700.0
O00286,P0107,12.0,506000.0
O00286,P0062,5.0,126400.0
O00287,P0070,5.0,343700.0
O00287,P0047,31.0,227200.0
O00287,P0084,19.0,24100.0
O00288,P0032,49.0,308200.0
O00288,P0094,49.0,36200.0
O00288,P0113,8.0,342500.0
O00289,P0110,18.0,273800.0
O00289,P0094,15.0,34400.0
O00290,P0126,10.0,215100.0
O00290,P0085,15.0,275100.0
O00291,P0079,37.0,463400.0
O00291,P0120,27.0,
O00292,P0040,17.0,17100.0
O00292,P0039,47.0,341900.0
O00292,P0051,10.0,433500.0
O00293,P0124,13.0,250400.0
O00293,P0111,32.0,37100.0
O00294,P0096,12.0,171700.0
O00294,P0047,28.0,205600.0
O00295,P0087,37.0,206200.0
O00295,P0104,46.0,195800.0
O00296,P0084,,25100.0
O00296,P0027,42.0,411300.0
O00297,P0022,44.0,
O00297,P0051,47.0,408400.0
O00298,P0111,,44100.0
O00298,P0059,,490300.0
O00299,P0037,16.0,251800.0
O00299,P0100,50.0,80400.0
O00300,P0015,25.0,407700.0
O00300,P0023,30.0,175300.0
O00301,P0018,9.0,190200.0
O00301,P0032,8.0,304000.0
O00302,P0064,43.0,100500.0
O00302,P0013,23.0,108300.0
O00302,P0038,33.0,326200.0
O00303,P0025,5.0,9700.0
O00303,P0116,15.0,
O00303,P0129,,104200.0
O00304,P0006,18.0,349100.0
O00304,P0080,35.0,477100.0
O00305,P0120,16.0,168800.0
O00305,P0071,50.0,410900.0
O00305,P0028,34.0,273200.0
O00306,P0031,16.0,76800.0
O00306,P0067,24.0,43800.0
O00307,P0027,50.0,433800.0
O00307,P0123,9.0,206300.0
O00308,P0148,39.0,261300.0
O00308,P0037,,228900.0
O00309,P0126,45.0,163700.0
O00309,P0014,24.0,314800.0
O00309,P0053,9.0,122500.0
O00310,P0009,39.0,370800.0
O00310,P0061,48.0,480200.0
O00311,P0029,40.0,401700.0
O00311,P0023,43.0,163900.0
O00312,P0001,19.0,408800.0
O00312,P0125,,147100.0
O00313,P0128,17.0,109800.0
O00313,P0108,17.0,391800.0
O00314,P0017,32.0,313800.0
O00314,P0054,48.0,362800.0
O00315,P0139,41.0,426300.0
O00315,P0131,27.0,332700.0
O00316,P0147,34.0,182400.0
O00316,P0112,1.0,377400.0
O00317,P0045,39.0,81200.0
O00317,P0009,17.0,401000.0
O00318,P0073,24.0,64600.0
O00318,P0079,19.0,
O00318,P0026,28.0,224200.0
O00319,P0126,19.0,196400.0
O00319,P0009,48.0,366600.0
O00320,P0042,39.0,212300.0
O00320,P0086,1.0,128300.0
O00321,P0057,12.0,25800.0
O00321,P0062,30.0,133700.0
O00322,P0107,31.0,500000.0
O00322,P0055,,535800.0
O00323,P0129,,129600.0
O00323,P0010,50.0,176200.0
O00324,P0054,34.0,345300.0
O00324,P0114,32.0,215500.0
O00325,P0047,49.0,237100.0
O00325,P0061,16.0,430300.0
O00326,P0090,18.0,447700.0
O00326,P0149,16.0,84300.0
O00326,P0127,42.0,129900.0
O00327,P0066,,299800.0
O00327,P0088,29.0,49400.0
O00328,P0096,38.0,
O00328,P0143,33.0,193600.0
O00328,P0036,33.0,90700.0
O00329,P0140,20.0,115600.0
O00329,P0014,39.0,257300.0
O00330,P0012,50.0,453200.0
O00330,P0085,42.0,
O00331,P0088,21.0,47000.0
O00331,P0068,11.0,30300.0
O00332,P0078,25.0,515200.0
O00332,P0121,49.0,15900.0
O00333,P0039,28.0,
O00333,P0122,11.0,326000.0
O00334,P0031,21.0,75100.0
O00334,P0074,7.0,117000.0
O00335,P0136,9.0,356600.0
O00335,P0051,35.0,410600.0
O00336,P0133,34.0,190500.0
O00336,P0144,16.0,29100.0
O00337,P0029,45.0,391700.0
O00337,P0108,42.0,392700.0
O00338,P0137,45.0,404300.0
O00338,P0027,9.0,509000.0
O00339,P0097,25.0,108300.0
O00339,P0086,10.0,114300.0
O00339,P0014,48.0,242900.0
O00340,P0045,48.0,71200.0
O00340,P0105,17.0,112000.0
O00341,P0066,7.0,348100.0
O00341,P0097,46.0,86000.0
O00342,P0041,28.0,447100.0
O00342,P0142,34.0,208500.0
O00343,P0140,8.0,143700.0
O00343,P0062,,127100.0
O00344,P0088,48.0,
O00344,P0083,16.0,42000.0
O00344,P0074,,114500.0
O00345,P0117,10.0,382800.0
O00345,P0061,,401300.0
O00346,P0098,,421900.0
O00346,P0106,27.0,430000.0
O00347,P0078,45.0,465200.0
O00347,P0039,,324500.0
O00348,P0071,23.0,388400.0
O00348,P0148,11.0,250500.0
O00349,P0113,14.0,358900.0
O00349,P0105,6.0,95700.0
O00349,P0037,7.0,237300.0
O00350,P0149,18.0,
O00350,P0117,13.0,462800.0
O00351,P0082,8.0,271000.0
O00351,P0132,38.0,430800.0
O00351,P0006,35.0,342900.0
O00352,P0018,13.0,182500.0
O00352,P0144,45.0,30300.0
O00353,P0059,2.0,443800.0
O00353,P0104,18.0,219600.0
O00354,P0090,38.0,335500.0
O00354,P0096,2.0,181900.0
O00355,P0034,29.0,306500.0
O00355,P0085,21.0,212400.0
O00356,P0028,1.0,270300.0
O00356,P0071,6.0,418400.0
O00357,P0144,20.0,32400.0
O00357,P0047,27.0,250200.0
O00358,P0060,8.0,
O00358,P0094,6.0,35900.0
O00358,P0105,17.0,107000.0
O00359,P0105,15.0,99300.0
O00359,P0082,30.0,277300.0
O00360,P0147,3.0,192900.0
O00360,P0068,9.0,26800.0
O00361,P0147,14.0,183500.0
O00361,P0100,43.0,
O00362,P0107,,451300.0
O00362,P0019,22.0,144300.0
O00362,P0034,,305700.0
O00363,P0041,38.0,508200.0
O00363,P0095,19.0,268400.0
O00363,P0105,20.0,87100.0
O00364,P0052,46.0,444500.0
O00364,P0088,21.0,55500.0
O00365,P0095,6.0,211500.0
O00365,P0049,17.0,124600.0
O00366,P0002,13.0,300600.0
O00366,P0001,27.0,362600.0
O00367,P0086,13.0,126100.0
O00367,P0118,15.0,360700.0
O00368,P0058,2.0,501500.0
O00368,P0139,27.0,444400.0
O00369,P0038,27.0,310000.0
O00369,P0133,6.0,
O00370,P0086,18.0,134800.0
O00370,P0073,50.0,57200.0
O00371,P0007,41.0,347000.0
O00371,P0044,17.0,98900.0
O00372,P0119,28.0,87300.0
O00372,P0045,49.0,75000.0
O00373,P0146,8.0,416700.0
O00373,P0091,1.0,145400.0
O00373,P0138,5.0,68800.0
O00374,P0072,36.0,197200.0
O00374,P0061,1.0,386900.0
O00375,P0145,20.0,127600.0
O00375,P0090,43.0,429800.0
O00376,P0093,48.0,187300.0
O00376,P0054,26.0,368900.0
O00377,P0071,12.0,420200.0
O00377,P0011,47.0,48900.0
O00377,P0087,46.0,184400.0
O00378,P0094,10.0,36300.0
O00378,P0006,27.0,282200.0
O00379,P0119,30.0,90700.0
O00379,P0079,34.0,366000.0
O00379,P0044,43.0,87900.0
O00380,P0036,28.0,95200.0
O00380,P0088,34.0,50600.0
O00381,P0049,37.0,116000.0
